ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012
mondo,http://purl.obolibrary.org/obo/UBERON_0004777,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:respiratory_system_submucosa a owl:Class ;
    rdfs:label ""respiratory system submucosa"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :respiratory_system_connective_tissue ],
        [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :respiratory_system ],
        :submucosa .

","respiratory system submucosa is a type of a submucosa.
respiratory system submucosa is a type of at least part of some a respiratory system connective tissue.
respiratory system submucosa is a type of at least part of some a respiratory system.","The respiratory system's submucosa is a type of submucosa, specifically a part of the respiratory system's connective tissue.",llama3,3,7,5,11,3,3,1,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHEBI_33833,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heteroarene a owl:Class ;
    rdfs:label ""heteroarene"" ;
    rdfs:subClassOf :organic_aromatic_compound,
        :organic_heterocyclic_compound ;
    :has_definition ""A heterocyclic compound formally derived from an arene by replacement of one or more methine (-C=) and/or vinylene (-CH=CH-) groups by trivalent or divalent heteroatoms, respectively, in such a way as to maintain the continuous pi-electron system characteristic of aromatic systems and a number of out-of-plane pi-electrons corresponding to the Hueckel rule (4n+2)."" .

","heteroarene has definition a A heterocyclic compound formally derived from an arene by replacement of one or more methine (-C=) and/or vinylene (-CH=CH-) groups by trivalent or divalent heteroatoms, respectively, in such a way as to maintain the continuous pi-electron system characteristic of aromatic systems and a number of out-of-plane pi-electrons corresponding to the Hueckel rule (4n+2)..
heteroarene is a type of an organic aromatic compound.
heteroarene is a type of an organic heterocyclic compound.","Heteroarenes are a specific type of organic compounds that belong to two categories: they are both aromatic and heterocyclic. Aromatic refers to the presence of a continuous pi-electron system, while heterocyclic means that one or more atoms in the ring are different from carbon and hydrogen.",llama3,3,4,4,5,1,2,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
mondo,http://identifiers.org/hgnc/6180,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:itpr1 a owl:Class ;
    rdfs:label ""ITPR1"" ;
    rdfs:subClassOf :gene .

",itpr1 is a type of a gene.,Itpr1 is a type of gene.,llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_9989,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rodentia a owl:Class ;
    rdfs:label ""Rodentia"" ;
    rdfs:subClassOf :glires .

",rodentia is a type of a glires.,"Rodentia is a type of Glires, which means it falls under the category of Glires.",llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0011526,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abnormality_of_lens_shape a owl:Class ;
    rdfs:label ""Abnormality of lens shape"" ;
    rdfs:subClassOf :abnormal_lens_morphology .

",abnormality of lens shape is a type of an abnormal lens morphology.,Abnormality of lens shape is a specific kind of irregular lens structure.,llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0003157,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:disappearing_bone_disease a owl:Class ;
    rdfs:label ""disappearing bone disease"" ;
    ns1:hasDbXref ""DOID:4837"",
        ""ICD9:733.09"",
        ""MEDGEN:45247"",
        ""NANDO:1200878"",
        ""NANDO:1200880"",
        ""SCTID:240161003"",
        ""UMLS:C0029436"" ;
    ns1:id ""MONDO:0003157"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :disease_has_feature ;
            owl:someValuesFrom :osteolysis ],
        :syndromic_disease ;
    skos:exactMatch :240161003,
        :45247,
        :c0029436,
        :doid_4837 ;
    :has_definition ""Syndromes of bone destruction where the cause is not obvious such as neoplasia, infection, or trauma. The destruction follows various patterns: massive (Gorham disease), multicentric (hajdu-cheney syndrome), or carpal/tarsal."" ;
    :has_exact_synonym ""essential osteolysis"",
        ""phantom bone disease"" ;
    :has_related_synonym ""Gorham's disease"",
        ""Gorham-Stout syndrome"",
        ""massive osteolysis"" .

","disappearing bone disease has definition a Syndromes of bone destruction where the cause is not obvious such as neoplasia, infection, or trauma. The destruction follows various patterns: massive (Gorham disease), multicentric (hajdu-cheney syndrome), or carpal/tarsal..
disappearing bone disease has exact synonym a phantom bone disease.
disappearing bone disease has exact synonym an essential osteolysis.
disappearing bone disease has related synonym a Gorham's disease.
disappearing bone disease has related synonym a Gorham-Stout syndrome.
disappearing bone disease has related synonym a massive osteolysis.
disappearing bone disease is a type of a syndromic disease.
disappearing bone disease is a type of at least disease has feature some an osteolysis.","Disappearing Bone Disease, also known as Phantom Bone Disease or Essential Osteolysis, refers to a group of Syndromes characterized by unexplained bone destruction. This condition can manifest in various patterns, such as massive bone loss (Gorham's disease), multicentric involvement (Hajdu-Cheney syndrome), or localized destruction affecting specific joints like the wrist or ankle. It is a type of syndromic disease that typically involves osteolysis, which is the gradual loss of bone tissue.",llama3,8,11,12,26,2,2,1,1.0,1.0,,,,,1.0,,7.0,2.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHR_9606-chr13p,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:13p_human_ a owl:Class ;
    rdfs:label ""13p (Human)"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :in_taxon ;
            owl:someValuesFrom :homo_sapiens ],
        [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :chromosome_13_human_ ],
        :chromosomal_region .

","13p human is a type of a chromosomal region.
13p human is a type of at least in taxon some a homo sapiens.
13p human is a type of at least part of some a chromosome 13 human.","The chromosomal region 13p refers to the short arm of human chromosome 13, and it's found in humans (Homo sapiens) as well as other species that have this particular taxon. In other words, 13p is a part of chromosome 13 that exists in humans and possibly other organisms.",llama3,3,8,5,11,3,3,1,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0020219,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:motor_seizure a owl:Class ;
    rdfs:label ""Motor seizure"" ;
    rdfs:subClassOf :seizure .

",motor seizure is a type of a seizure.,"Motor seizure is a specific kind of seizure, which is a broader category that encompasses various types of seizures.",llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CL_2000066,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cardiac_ventricle_fibroblast a owl:Class ;
    rdfs:label ""cardiac ventricle fibroblast"" ;
    ns1:RO_0002175 :homo_sapiens ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :cardiac_ventricle ],
        :fibroblast_of_cardiac_tissue .

","cardiac ventricle fibroblast is a type of a fibroblast of cardiac tissue.
cardiac ventricle fibroblast is a type of at least part of some a cardiac ventricle.","Cardiac ventricle fibroblasts are a type of fibroblasts found in cardiac tissue, and they are also a type of cell that makes up at least a portion of the cardiac ventricle itself.",llama3,2,7,6,8,2,2,1,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009849,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:hyperimmunoglobulinemia_d_with_periodic_fever a owl:Class ;
    rdfs:label ""hyperimmunoglobulinemia D with periodic fever"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/6747""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:0081450"",
        ""GARD:2788"",
        ""MEDGEN:140768"",
        ""NANDO:1200866"",
        ""NANDO:2200436"",
        ""OMIM:260920"",
        ""Orphanet:343"",
        ""UMLS:C0398691"" ;
    ns1:id ""MONDO:0009849"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_subtype_of_a_disorder,
        :otar,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :mvk ],
        :immune_system_disorder,
        :mevalonate_kinase_deficiency ;
    skos:exactMatch :140768,
        :260920,
        :c0398691,
        :doid_0081450,
        :orphanet_343 ;
    :has_definition ""Hyperimmunoglobinemia D with periodic fever (HIDS) is a rare autoinflammatory disease characterized by periodic attacks of fever and a systemic inflammatory reaction (cervical lymphadenopathy, abdominal pain, vomiting, diarrhea, arthralgias and skin signs)."" ;
    :has_exact_synonym ""HIDS"",
        ""hyper-IgD syndrome"",
        ""hyperimmunoglobinemia D with recurrent fever"",
        ""hyperimmunoglobulinemia D syndrome"",
        ""partial mevalonate kinase deficiency"" ;
    :has_related_synonym ""hyper IgD syndrome"",
        ""hyperimmunoglobulinemia D and periodic fever syndrome"",
        ""periodic fever Dutch type"",
        ""periodic fever, Dutch type"" .

","hyperimmunoglobulinemia d with periodic fever has definition a Hyperimmunoglobinemia D with periodic fever (HIDS) is a rare autoinflammatory disease characterized by periodic attacks of fever and a systemic inflammatory reaction (cervical lymphadenopathy, abdominal pain, vomiting, diarrhea, arthralgias and skin signs)..
hyperimmunoglobulinemia d with periodic fever has exact synonym a HIDS.
hyperimmunoglobulinemia d with periodic fever has exact synonym a hyper-IgD syndrome.
hyperimmunoglobulinemia d with periodic fever has exact synonym a hyperimmunoglobinemia D with recurrent fever.
hyperimmunoglobulinemia d with periodic fever has exact synonym a hyperimmunoglobulinemia D syndrome.
hyperimmunoglobulinemia d with periodic fever has exact synonym a partial mevalonate kinase deficiency.
hyperimmunoglobulinemia d with periodic fever has related synonym a hyper IgD syndrome.
hyperimmunoglobulinemia d with periodic fever has related synonym a hyperimmunoglobulinemia D and periodic fever syndrome.
hyperimmunoglobulinemia d with periodic fever has related synonym a periodic fever Dutch type.
hyperimmunoglobulinemia d with periodic fever has related synonym a periodic fever, Dutch type.
hyperimmunoglobulinemia d with periodic fever is a type of a mevalonate kinase deficiency.
hyperimmunoglobulinemia d with periodic fever is a type of an immune system disorder.
hyperimmunoglobulinemia d with periodic fever is a type of at least has material basis in germline mutation in some a mvk.","Hyperimmunoglobulinemia D with periodic fever, also known as HIDS or hyper-IgD syndrome, is a rare autoinflammatory disease characterized by recurring episodes of fever and a systemic inflammatory response. This condition is marked by symptoms such as cervical lymphadenopathy, abdominal pain, vomiting, diarrhea, arthralgias, and skin manifestations. It is a type of immune system disorder with a genetic basis in germline mutations affecting the mevalonate kinase gene (MVK).",llama3,13,17,13,38,2,3,1,1.0,1.0,,,,,1.0,,8.0,5.0,4.0,1.0,5.0,5.0,,1.0,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0002262,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:capillary_lymphangioma a owl:Class ;
    rdfs:label ""capillary lymphangioma"" ;
    ns1:hasDbXref ""DOID:2286"",
        ""MEDGEN:569678"",
        ""NCIT:C27509"",
        ""SCTID:445492005"",
        ""UMLS:C0334543"" ;
    ns1:id ""MONDO:0002262"" ;
    ns1:inSubset :gard_rare,
        :rare ;
    rdfs:subClassOf :benign_blood_vessel_neoplasm,
        :capillary_disorder,
        :lymphangioma ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :lymphangioma ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :disease_has_location ;
                                    owl:someValuesFrom :capillary ] ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :445492005,
        :569678,
        :c0334543,
        :doid_2286 ;
    :conforms_to :location.yaml ;
    :has_definition ""A lymphangioma that involves the capillary."" ;
    :has_exact_synonym ""capillary lymphangioma"" ;
    :has_related_synonym ""cutaneous lymphangioma"" .

","capillary lymphangioma conforms to a location.yaml.
capillary lymphangioma has definition a A lymphangioma that involves the capillary..
capillary lymphangioma has exact synonym a capillary lymphangioma.
capillary lymphangioma has related synonym a cutaneous lymphangioma.
capillary lymphangioma is a type of a benign blood vessel neoplasm.
capillary lymphangioma is a type of a capillary disorder.
capillary lymphangioma is a type of a lymphangioma.
capillary lymphangioma is same as all of (a lymphangioma, and at least disease has location some a capillary).","Capillary lymphangioma is a type of benign blood vessel neoplasm that specifically involves the capillaries. It's also known as cutaneous lymphangioma, and it's characterized by an abnormal growth of capillaries in the skin. This condition is a type of lymphangioma, which is a swelling or tumor that affects the lymphatic vessels. Capillary lymphangioma can be considered synonymous with all types of lymphangiomas that occur in the capillaries.",llama3,8,16,17,31,3,3,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0014863,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:macrocephaly_dysmorphic_facies_and_psychomotor_retardation a owl:Class ;
    rdfs:label ""macrocephaly, dysmorphic facies, and psychomotor retardation"" ;
    ns1:hasDbXref ""MEDGEN:934733"",
        ""OMIM:617011"",
        ""UMLS:C4310766"" ;
    ns1:id ""MONDO:0014863"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :herc1 ],
        :hereditary_disease ;
    skos:exactMatch :617011,
        :934733,
        :c4310766 ;
    :has_exact_synonym ""MDFPMR"",
        ""macrocephaly, dysmorphic facies, and psychomotor retardation"",
        ""macrocephaly, dysmorphic facies, and psychomotor retardation; MDFPMR"" .

","macrocephaly dysmorphic facies and psychomotor retardation has exact synonym a MDFPMR.
macrocephaly dysmorphic facies and psychomotor retardation has exact synonym a macrocephaly, dysmorphic facies, and psychomotor retardation.
macrocephaly dysmorphic facies and psychomotor retardation has exact synonym a macrocephaly, dysmorphic facies, and psychomotor retardation; MDFPMR.
macrocephaly dysmorphic facies and psychomotor retardation is a type of a hereditary disease.
macrocephaly dysmorphic facies and psychomotor retardation is a type of at least has material basis in germline mutation in some a herc1.","Macrocephaly Dysmorphic Facies and Psychomotor Retardation (MDFPMR) is an exact synonym for Macrocephaly, Dysmorphic Facies, and Psychomotor Retardation. It's a type of hereditary disease that has material basis in germline mutation in some cases of HERC1.",llama3,5,10,10,18,2,2,1,1.0,1.0,,,,,,,3.0,3.0,,1.0,1.0,3.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_11320,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:influenza_a_virus a owl:Class ;
    rdfs:label ""Influenza A virus"" ;
    rdfs:subClassOf :alphainfluenzavirus_influenzae .

",influenza a virus is a type of an alphainfluenzavirus influenzae.,"Influenza A virus is a specific type of Alphainfluenzavirus, which falls under the broader category of Influenzeae.",llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008785,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:sideroblastic_anemia_2 a owl:Class ;
    rdfs:label ""sideroblastic anemia 2"" ;
    ns1:hasDbXref ""DOID:0060065"",
        ""GARD:18381"",
        ""MEDGEN:899109"",
        ""MESH:C567145"",
        ""OMIM:205950"",
        ""UMLS:C4225425"" ;
    ns1:id ""MONDO:0008785"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :slc25_a38 ],
        :autosomal_recessive_sideroblastic_anemia ;
    skos:exactMatch :205950,
        :899109,
        :c4225425,
        :c567145,
        :doid_0060065 ;
    :has_related_synonym ""SIDBA2"",
        ""anemia, sideroblastic, 2, pyridoxine-refractory"",
        ""anemia, sideroblastic, pyridoxine-refractory, autosomal recessive"",
        ""pyridoxine refractory sideroblastic anaemia"",
        ""pyridoxine refractory sideroblastic anemia"",
        ""sideroblastic anaemia pyridoxine-refractory autosomal recessive"",
        ""sideroblastic anemia pyridoxine-refractory autosomal recessive"" .

","sideroblastic anemia 2 has related synonym a SIDBA2.
sideroblastic anemia 2 has related synonym a pyridoxine refractory sideroblastic anaemia.
sideroblastic anemia 2 has related synonym a pyridoxine refractory sideroblastic anemia.
sideroblastic anemia 2 has related synonym a sideroblastic anaemia pyridoxine-refractory autosomal recessive.
sideroblastic anemia 2 has related synonym a sideroblastic anemia pyridoxine-refractory autosomal recessive.
sideroblastic anemia 2 has related synonym an anemia, sideroblastic, 2, pyridoxine-refractory.
sideroblastic anemia 2 has related synonym an anemia, sideroblastic, pyridoxine-refractory, autosomal recessive.
sideroblastic anemia 2 is a type of an autosomal recessive sideroblastic anemia.
sideroblastic anemia 2 is a type of at least has material basis in germline mutation in some a slc25 a38.","Sideroblastic anemia 2, also known as SIDBA2 or pyridoxine-refractory sideroblastic anemia, is a type of autosomal recessive anemia that has its roots in a germline mutation affecting the SLC25A38 gene. It's characterized by a material basis in genetic defects and shares synonyms such as anemia, sideroblastic, 2, pyridoxine-refractory, or autosomal recessive.",llama3,9,14,10,29,2,2,1,1.0,1.0,,,,,,,6.0,,7.0,1.0,3.0,5.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0071705,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nitrogen_compound_transport a owl:Class ;
    rdfs:label ""nitrogen compound transport"" ;
    rdfs:subClassOf :transport .

",nitrogen compound transport is a type of a transport.,Nitrogen compounds are transported through some kind of transportation method.,llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009162,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:ellis_van_creveld_syndrome a owl:Class ;
    rdfs:label ""Ellis-van Creveld syndrome"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/4948""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:12714"",
        ""GARD:1301"",
        ""ICD9:756.55"",
        ""MEDGEN:8584"",
        ""MESH:D004613"",
        ""MedDRA:10008724"",
        ""NCIT:C84684"",
        ""NORD:1083"",
        ""OMIM:225500"",
        ""Orphanet:289"",
        ""SCTID:62501005"",
        ""UMLS:C0013903"" ;
    ns1:id ""MONDO:0009162"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :ordo_malformation_syndrome,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/1301/ellis-van-creveld-syndrome""^^xsd:anyURI ;
    rdfs:subClassOf :autosomal_recessive_disease,
        :cardiogenetic_disease,
        :ectodermal_dysplasia_syndrome,
        :jeune_syndrome ;
    skos:closeMatch :10008724 ;
    skos:exactMatch :225500,
        :62501005,
        :8584,
        :c0013903,
        :d004613,
        :doid_12714,
        :ncit_c84684,
        :orphanet_289 ;
    :has_definition ""Ellis-van Creveld syndrome (EVC) is a skeletal and ectoderlam dysplasia characterized by a tetrad of short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects."" ;
    :has_exact_synonym ""Chondroectodermal dysplasia"",
        ""EVC"",
        ""Ellis Van Creveld Syndrome"",
        ""Ellis Van Creveld syndrome"",
        ""Ellis-VAN Creveld syndrome"",
        ""Ellis-van Creveld syndrome"",
        ""Mesoectodermal dysplasia"",
        ""mesodermic dysplasia"" .

","ellis van creveld syndrome has definition a Ellis-van Creveld syndrome (EVC) is a skeletal and ectoderlam dysplasia characterized by a tetrad of short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects..
ellis van creveld syndrome has exact synonym a Chondroectodermal dysplasia.
ellis van creveld syndrome has exact synonym a EVC.
ellis van creveld syndrome has exact synonym a Ellis Van Creveld Syndrome.
ellis van creveld syndrome has exact synonym a Ellis Van Creveld syndrome.
ellis van creveld syndrome has exact synonym a Ellis-VAN Creveld syndrome.
ellis van creveld syndrome has exact synonym a Ellis-van Creveld syndrome.
ellis van creveld syndrome has exact synonym a Mesoectodermal dysplasia.
ellis van creveld syndrome has exact synonym a mesodermic dysplasia.
ellis van creveld syndrome is a type of a cardiogenetic disease.
ellis van creveld syndrome is a type of a jeune syndrome.
ellis van creveld syndrome is a type of an autosomal recessive disease.
ellis van creveld syndrome is a type of an ectodermal dysplasia syndrome.","Ellis-van Creveld Syndrome, also known as Chondroectodermal Dysplasia or EVC, is a rare genetic disorder characterized by short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects. It is an autosomal recessive condition that falls under the category of cardiogenetic diseases, Jeune syndrome, and ectodermal dysplasia syndromes.",llama3,13,22,12,46,1,4,1,,,,,,,1.0,,12.0,8.0,,1.0,7.0,8.0,,1.0,1.0,,,,,1.0,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008116,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:oculopharyngeal_muscular_dystrophy a owl:Class ;
    rdfs:label ""oculopharyngeal muscular dystrophy"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/5658""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:11719"",
        ""GARD:7245"",
        ""MEDGEN:75730"",
        ""MESH:D039141"",
        ""MedDRA:10052181"",
        ""NANDO:1200493"",
        ""NORD:1523"",
        ""OMIMPS:164300"",
        ""Orphanet:270"",
        ""SCTID:77097004"",
        ""UMLS:C0270952"" ;
    ns1:id ""MONDO:0008116"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/7245/oculopharyngeal-muscular-dystrophy""^^xsd:anyURI ;
    rdfs:subClassOf :myopathy_of_extraocular_muscle,
        :progressive_muscular_dystrophy ;
    skos:closeMatch :10052181 ;
    skos:exactMatch :75730,
        :77097004,
        :c0270952,
        :d039141,
        :doid_11719,
        :orphanet_270,
        :ps164300 ;
    :has_definition ""Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria and proximal limb weakness."" ;
    :has_exact_synonym ""OPMD"",
        ""muscular dystrophy, oculopharyngeal"",
        ""oculopharyngeal muscular dystrophy"" ;
    :should_conform_to :omim_phenotypic_series.yaml .

","oculopharyngeal muscular dystrophy has definition a Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria and proximal limb weakness..
oculopharyngeal muscular dystrophy has exact synonym a OPMD.
oculopharyngeal muscular dystrophy has exact synonym a muscular dystrophy, oculopharyngeal.
oculopharyngeal muscular dystrophy has exact synonym an oculopharyngeal muscular dystrophy.
oculopharyngeal muscular dystrophy is a type of a myopathy of extraocular muscle.
oculopharyngeal muscular dystrophy is a type of a progressive muscular dystrophy.
oculopharyngeal muscular dystrophy should conform to an omim phenotypic series.yaml.","Oculopharyngeal muscular dystrophy, also known as OPMD, is an adult-onset progressive myopathy characterized by eyelid ptosis, difficulty swallowing, speech difficulties, and weakening of the muscles in the arms and legs. It's a type of myopathy that affects extraocular muscles and is considered a form of progressive muscular dystrophy.",llama3,7,19,13,37,1,2,1,,,,,,,1.0,,11.0,3.0,,1.0,6.0,7.0,,1.0,1.0,,,,,1.0,,,,1.0,,
