fragment,text,statements,llm_used
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mact rdfs:subClassOf :environmental_control_strategy ;
    owl:equivalentClass :maximum_achievable_control_technology .

","mact is same as maximum achievable control technology.
mact is a type of environmental control strategy.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:maximum_achievable_control_technology rdfs:subClassOf :environmental_control_strategy .

",maximum achievable control technology is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pretreatment rdfs:subClassOf :environmental_control_strategy .

",pretreatment is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:primary_treatment rdfs:subClassOf :water_treatment_process .

",primary treatment is a type of water treatment process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reclamation rdfs:subClassOf :environmental_control_strategy .

",reclamation is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reforestation rdfs:subClassOf :revegetation .

",reforestation is a type of revegetation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:remediation rdfs:subClassOf :environmental_control_strategy .

",remediation is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:restoration rdfs:subClassOf :environmental_control_strategy .

",restoration is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:revegetation rdfs:subClassOf :environmental_control_strategy .

",revegetation is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:scrubbing rdfs:subClassOf :air_treatment_process .

",scrubbing is a type of air treatment process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:secondary_treatment rdfs:subClassOf :water_treatment_process .

",secondary treatment is a type of water treatment process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sequester rdfs:subClassOf :environmental_control_strategy .

",sequester is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:state_implementation_plan rdfs:subClassOf :environmental_control_strategy .

",state implementation plan is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tertiary_treatment rdfs:subClassOf :water_treatment_process .

",tertiary treatment is a type of water treatment process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:treatment rdfs:subClassOf :environmental_control_strategy .

",treatment is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:wastewater_treatment rdfs:subClassOf :treatment .

",wastewater treatment is a type of treatment.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:water_management rdfs:subClassOf :management .

",water management is a type of management.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:water_treatment_process rdfs:subClassOf :environmental_control_strategy,
        :treatment .

","water treatment process is a type of environmental control strategy.
water treatment process is a type of treatment.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:well_injection rdfs:subClassOf :environmental_control_strategy .

",well injection is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:wet_scrubbing rdfs:subClassOf :scrubbing .

",wet scrubbing is a type of scrubbing.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aaqs rdfs:subClassOf :environmental_standard ;
    owl:equivalentClass :ambient_air_quality_standard .

","aaqs is same as ambient air quality standard.
aaqs is a type of environmental standard.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adi rdfs:subClassOf :acceptable_level ;
    owl:equivalentClass :acceptable_daily_intake .

","adi is same as acceptable daily intake.
adi is a type of acceptable level.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:atcm rdfs:subClassOf :environmental_control_strategy ;
    owl:equivalentClass :airborne_toxic_control_measure .

","atcm is same as airborne toxic control measure.
atcm is a type of environmental control strategy.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acceptable_daily_intake rdfs:subClassOf :acceptable_level .

",acceptable daily intake is a type of acceptable level.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acceptable_level rdfs:subClassOf :environmental_standard .

",acceptable level is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:air_quality_standard rdfs:subClassOf :environmental_standard .

",air quality standard is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:airborne_toxic_control_measure rdfs:subClassOf :environmental_control_strategy .

",airborne toxic control measure is a type of environmental control strategy.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ambient_air_quality_standard rdfs:subClassOf :environmental_standard .

",ambient air quality standard is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:environmental_law rdfs:subClassOf :human_law .

",environmental law is a type of human law.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:environmental_standard rdfs:subClassOf :environmental_control_strategy,
        :standard .

","environmental standard is a type of environmental control strategy.
environmental standard is a type of standard.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:environmental_standards_body rdfs:subClassOf :standards_body .

",environmental standards body is a type of standards body.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nsps rdfs:subClassOf :environmental_standard ;
    owl:equivalentClass :new_source_performance_standard .

","nsps is same as new source performance standard.
nsps is a type of environmental standard.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:national_ambient_air_quality_standard rdfs:subClassOf :aaqs,
        :ambient_air_quality_standard .

","national ambient air quality standard is a type of aaqs.
national ambient air quality standard is a type of ambient air quality standard.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:new_source_performance_standard rdfs:subClassOf :environmental_standard .

",new source performance standard is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:non_attainment_area rdfs:subClassOf :land,
        :land_region,
        :land_surface,
        :surface_region .

","non attainment area is a type of land.
non attainment area is a type of land region.
non attainment area is a type of land surface.
non attainment area is a type of surface region.",4,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rec rdfs:subClassOf :environmental_standard ;
    owl:equivalentClass :reference_exposure_concentration .

","rec is same as reference exposure concentration.
rec is a type of environmental standard.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rel rdfs:subClassOf :environmental_standard ;
    owl:equivalentClass :reference_exposure_level .

","rel is same as reference exposure level.
rel is a type of environmental standard.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reference_dose rdfs:subClassOf :dosage,
        :dose ;
    owl:equivalentClass :rfd .

","reference dose is same as rfd.
reference dose is a type of dosage.
reference dose is a type of dose.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reference_exposure_concentration rdfs:subClassOf :environmental_standard .

",reference exposure concentration is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reference_exposure_level rdfs:subClassOf :environmental_standard .

",reference exposure level is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rfd rdfs:subClassOf :dosage,
        :dose .

","rfd is a type of dosage.
rfd is a type of dose.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:water_quality_standard rdfs:subClassOf :environmental_standard .

",water quality standard is a type of environmental standard.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:administrative_region rdfs:subClassOf :jurisdiction,
        :region .

","administrative region is a type of jurisdiction.
administrative region is a type of region.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:csa rdfs:subClassOf :metropolitan_area ;
    owl:equivalentClass :combined_statistical_area .

","csa is same as combined statistical area.
csa is a type of metropolitan area.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:city rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :state ;
            owl:onProperty :inside ],
        :administrative_region .

","city is a type of administrative region.
city is a type of something that only inside state.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:civil rdfs:subClassOf :jurisdiction ;
    owl:disjointWith :military ;
    owl:equivalentClass :civilian .

","civil is same as civilian.
civil is a type of jurisdiction.
civil disjoint with military.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:civilian rdfs:subClassOf :jurisdiction .

",civilian is a type of jurisdiction.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:combined_statistical_area rdfs:subClassOf :metropolitan_area .

",combined statistical area is a type of metropolitan area.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:continent rdfs:subClassOf :administrative_region .

",continent is a type of administrative region.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:country rdfs:subClassOf :administrative_region .

",country is a type of administrative region.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:county rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :state ;
            owl:onProperty :inside ],
        :administrative_region .

","county is a type of administrative region.
county is a type of something that only inside state.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:enforcement rdfs:subClassOf :govt_activity .

",enforcement is a type of govt activity.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:federal rdfs:subClassOf :governing_body ;
    owl:equivalentClass :federal_governing_body .

","federal is same as federal governing body.
federal is a type of governing body.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:federal_governing_body rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :country ;
            owl:onProperty :has_jurisdiction ],
        :governing_body .

","federal governing body is a type of governing body.
federal governing body is a type of something that only has jurisdiction country.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:governing_body rdfs:subClassOf :human_activity .

",governing body is a type of human activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:governing_body_product rdfs:subClassOf :human_activity .

",governing body product is a type of human activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:government rdfs:subClassOf :human_activity .

",government is a type of human activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:govt_activity rdfs:subClassOf :human_activity .

",govt activity is a type of human activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:human_law rdfs:subClassOf :governing_body_product,
        :knowledge .

","human law is a type of governing body product.
human law is a type of knowledge.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:jurisdiction rdfs:subClassOf :human_activity .

",jurisdiction is a type of human activity.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:msa rdfs:subClassOf :metropolitan_area ;
    owl:equivalentClass :metropolitan_statistical_area .

","msa is same as metropolitan statistical area.
msa is a type of metropolitan area.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:metropolitan_area rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :country ;
            owl:onProperty :inside ],
        :administrative_region .

","metropolitan area is a type of administrative region.
metropolitan area is a type of something that only inside country.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:metropolitan_statistical_area rdfs:subClassOf :metropolitan_area .

",metropolitan statistical area is a type of metropolitan area.,1,False
