ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000116,http://purl.obolibrary.org/obo/IAO_0000117,http://purl.obolibrary.org/obo/IAO_0000119
mondo,http://purl.obolibrary.org/obo/MONDO_0100164,"@prefix dcterms: <http://purl.org/dc/terms/> .
@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:permanent_neonatal_diabetes_mellitus a owl:Class ;
    rdfs:label ""permanent neonatal diabetes mellitus"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/4985""^^xsd:anyURI ;
    dcterms:creator :0000_0001_5208_3432 ;
    ns1:hasDbXref ""DOID:0060639"",
        ""GARD:10457"",
        ""MEDGEN:371484"",
        ""MESH:C563425"",
        ""NCIT:C114902"",
        ""OMIMPS:606176"",
        ""Orphanet:99885"",
        ""SCTID:609565001"",
        ""UMLS:C1833104"" ;
    ns1:id ""MONDO:0100164"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/10457/permanent-neonatal-diabetes-mellitus""^^xsd:anyURI ;
    rdfs:subClassOf :disorder_of_glycolysis,
        :neonatal_diabetes_mellitus ;
    skos:exactMatch :371484,
        :609565001,
        :c1833104,
        :c563425,
        :doid_0060639,
        :ncit_c114902,
        :orphanet_99885,
        :ps606176 ;
    :has_definition ""Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment."" ;
    :has_exact_synonym ""PDMI"",
        ""PNDM"",
        ""monogenic diabetes of infancy"",
        ""permanent diabetes mellitus of infancy"" ;
    :has_related_synonym ""developmental delay, epilepsy, and neonatal diabetes"",
        ""diabetes mellitus, permanent neonatal"",
        ""diabetes mellitus, permanent neonatal, with neurologic features"",
        ""diabetes mellitus, permanent, of infancy"" ;
    :should_conform_to :omim_phenotypic_series.yaml .

","permanent neonatal diabetes mellitus has definition a Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment..
permanent neonatal diabetes mellitus has exact synonym a PDMI.
permanent neonatal diabetes mellitus has exact synonym a PNDM.
permanent neonatal diabetes mellitus has exact synonym a monogenic diabetes of infancy.
permanent neonatal diabetes mellitus has exact synonym a permanent diabetes mellitus of infancy.
permanent neonatal diabetes mellitus has related synonym a developmental delay, epilepsy, and neonatal diabetes.
permanent neonatal diabetes mellitus has related synonym a diabetes mellitus, permanent neonatal, with neurologic features.
permanent neonatal diabetes mellitus has related synonym a diabetes mellitus, permanent neonatal.
permanent neonatal diabetes mellitus has related synonym a diabetes mellitus, permanent, of infancy.
permanent neonatal diabetes mellitus is a type of a disorder of glycolysis.
permanent neonatal diabetes mellitus is a type of a neonatal diabetes mellitus.
permanent neonatal diabetes mellitus should conform to an omim phenotypic series.yaml.","Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes characterized by persistent hyperglycemia within the first 12 months of life, generally requiring continuous insulin treatment. PNDM is also known by several exact synonyms including PDMI, monogenic diabetes of infancy, and permanent diabetes mellitus of infancy. It has related synonyms such as developmental delay, epilepsy, and neonatal diabetes; diabetes mellitus, permanent neonatal, with neurologic features; diabetes mellitus, permanent neonatal; and diabetes mellitus, permanent, of infancy. PNDM is classified as a type of disorder of glycolysis and a type of neonatal diabetes mellitus. It should conform to the OMIM phenotypic series.",gpt-4o,12,20,14,41,1,2.0,1,,,,,,,1.0,,9.0,4.0,4.0,1.0,6.0,8.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0003027,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mesomelia a owl:Class ;
    rdfs:label ""Mesomelia"" ;
    rdfs:subClassOf :limb_undergrowth .

",mesomelia is a type of a limb undergrowth.,Mesomelia is a condition characterized by the underdevelopment of the middle parts of the limbs.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0004777,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:respiratory_system_submucosa a owl:Class ;
    rdfs:label ""respiratory system submucosa"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :respiratory_system ],
        [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :respiratory_system_connective_tissue ],
        :submucosa .

","respiratory system submucosa is a type of a submucosa.
respiratory system submucosa is a type of at least part of some a respiratory system connective tissue.
respiratory system submucosa is a type of at least part of some a respiratory system.",The respiratory system submucosa is a kind of submucosa. It is also part of some connective tissue within the respiratory system and forms a part of the respiratory system itself.,gpt-4o,3,7,5,11,3,3.0,1,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHEBI_33833,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heteroarene a owl:Class ;
    rdfs:label ""heteroarene"" ;
    rdfs:subClassOf :organic_aromatic_compound,
        :organic_heterocyclic_compound ;
    :has_definition ""A heterocyclic compound formally derived from an arene by replacement of one or more methine (-C=) and/or vinylene (-CH=CH-) groups by trivalent or divalent heteroatoms, respectively, in such a way as to maintain the continuous pi-electron system characteristic of aromatic systems and a number of out-of-plane pi-electrons corresponding to the Hueckel rule (4n+2)."" .

","heteroarene has definition a A heterocyclic compound formally derived from an arene by replacement of one or more methine (-C=) and/or vinylene (-CH=CH-) groups by trivalent or divalent heteroatoms, respectively, in such a way as to maintain the continuous pi-electron system characteristic of aromatic systems and a number of out-of-plane pi-electrons corresponding to the Hueckel rule (4n+2)..
heteroarene is a type of an organic aromatic compound.
heteroarene is a type of an organic heterocyclic compound.","A heteroarene is defined as a heterocyclic compound formally derived from an arene by replacing one or more methine (-C=) and/or vinylene (-CH=CH-) groups with trivalent or divalent heteroatoms, respectively. This maintains the continuous pi-electron system characteristic of aromatic systems and ensures the number of out-of-plane pi-electrons corresponds to the Hueckel rule (4n+2). Heteroarene is a type of organic aromatic compound and also a type of organic heterocyclic compound.",gpt-4o,3,4,4,5,1,2.0,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://identifiers.org/hgnc/6180,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:itpr1 a owl:Class ;
    rdfs:label ""ITPR1"" ;
    rdfs:subClassOf :gene .

",itpr1 is a type of a gene.,ITPR1 is a type of gene.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_9989,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rodentia a owl:Class ;
    rdfs:label ""Rodentia"" ;
    rdfs:subClassOf :glires .

",rodentia is a type of a glires.,Rodentia is a type of Glires.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0011526,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abnormality_of_lens_shape a owl:Class ;
    rdfs:label ""Abnormality of lens shape"" ;
    rdfs:subClassOf :abnormal_lens_morphology .

",abnormality of lens shape is a type of an abnormal lens morphology.,An abnormality of lens shape is a type of abnormal lens morphology.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0003157,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:disappearing_bone_disease a owl:Class ;
    rdfs:label ""disappearing bone disease"" ;
    ns1:hasDbXref ""DOID:4837"",
        ""ICD9:733.09"",
        ""MEDGEN:45247"",
        ""NANDO:1200878"",
        ""NANDO:1200880"",
        ""SCTID:240161003"",
        ""UMLS:C0029436"" ;
    ns1:id ""MONDO:0003157"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :disease_has_feature ;
            owl:someValuesFrom :osteolysis ],
        :syndromic_disease ;
    skos:exactMatch :240161003,
        :45247,
        :c0029436,
        :doid_4837 ;
    :has_definition ""Syndromes of bone destruction where the cause is not obvious such as neoplasia, infection, or trauma. The destruction follows various patterns: massive (Gorham disease), multicentric (hajdu-cheney syndrome), or carpal/tarsal."" ;
    :has_exact_synonym ""essential osteolysis"",
        ""phantom bone disease"" ;
    :has_related_synonym ""Gorham's disease"",
        ""Gorham-Stout syndrome"",
        ""massive osteolysis"" .

","disappearing bone disease has definition a Syndromes of bone destruction where the cause is not obvious such as neoplasia, infection, or trauma. The destruction follows various patterns: massive (Gorham disease), multicentric (hajdu-cheney syndrome), or carpal/tarsal..
disappearing bone disease has exact synonym a phantom bone disease.
disappearing bone disease has exact synonym an essential osteolysis.
disappearing bone disease has related synonym a Gorham's disease.
disappearing bone disease has related synonym a Gorham-Stout syndrome.
disappearing bone disease has related synonym a massive osteolysis.
disappearing bone disease is a type of a syndromic disease.
disappearing bone disease is a type of at least disease has feature some an osteolysis.","Disappearing bone disease, also known as phantom bone disease or essential osteolysis, is a syndrome characterized by bone destruction without an obvious cause, such as neoplasia, infection, or trauma. The destruction can manifest in various patterns: massive (Gorham disease or Gorham-Stout syndrome), multicentric (Hajdu-Cheney syndrome), or carpal/tarsal. This condition is a type of syndromic disease and involves features of osteolysis.",gpt-4o,8,11,12,26,2,2.0,1,1.0,1.0,,,,,1.0,,7.0,2.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHR_9606-chr13p,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:13p_human_ a owl:Class ;
    rdfs:label ""13p (Human)"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :in_taxon ;
            owl:someValuesFrom :homo_sapiens ],
        [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :chromosome_13_human_ ],
        :chromosomal_region .

","13p human is a type of a chromosomal region.
13p human is a type of at least in taxon some a homo sapiens.
13p human is a type of at least part of some a chromosome 13 human.","The 13p region of the human chromosome is a specific chromosomal region found in Homo sapiens, and it is a part of chromosome 13 in humans.",gpt-4o,3,8,5,11,3,3.0,1,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0020219,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:motor_seizure a owl:Class ;
    rdfs:label ""Motor seizure"" ;
    rdfs:subClassOf :seizure .

",motor seizure is a type of a seizure.,A motor seizure is a specific type of seizure.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CL_2000066,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cardiac_ventricle_fibroblast a owl:Class ;
    rdfs:label ""cardiac ventricle fibroblast"" ;
    ns1:RO_0002175 :homo_sapiens ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :cardiac_ventricle ],
        :fibroblast_of_cardiac_tissue .

","cardiac ventricle fibroblast is a type of a fibroblast of cardiac tissue.
cardiac ventricle fibroblast is a type of at least part of some a cardiac ventricle.",A cardiac ventricle fibroblast is a type of fibroblast found in cardiac tissue and is part of the cardiac ventricle.,gpt-4o,2,7,6,8,2,2.0,1,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009849,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:hyperimmunoglobulinemia_d_with_periodic_fever a owl:Class ;
    rdfs:label ""hyperimmunoglobulinemia D with periodic fever"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/6747""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:0081450"",
        ""GARD:2788"",
        ""MEDGEN:140768"",
        ""NANDO:1200866"",
        ""NANDO:2200436"",
        ""OMIM:260920"",
        ""Orphanet:343"",
        ""UMLS:C0398691"" ;
    ns1:id ""MONDO:0009849"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_subtype_of_a_disorder,
        :otar,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :mvk ],
        :immune_system_disorder,
        :mevalonate_kinase_deficiency ;
    skos:exactMatch :140768,
        :260920,
        :c0398691,
        :doid_0081450,
        :orphanet_343 ;
    :has_definition ""Hyperimmunoglobinemia D with periodic fever (HIDS) is a rare autoinflammatory disease characterized by periodic attacks of fever and a systemic inflammatory reaction (cervical lymphadenopathy, abdominal pain, vomiting, diarrhea, arthralgias and skin signs)."" ;
    :has_exact_synonym ""HIDS"",
        ""hyper-IgD syndrome"",
        ""hyperimmunoglobinemia D with recurrent fever"",
        ""hyperimmunoglobulinemia D syndrome"",
        ""partial mevalonate kinase deficiency"" ;
    :has_related_synonym ""hyper IgD syndrome"",
        ""hyperimmunoglobulinemia D and periodic fever syndrome"",
        ""periodic fever Dutch type"",
        ""periodic fever, Dutch type"" .

","hyperimmunoglobulinemia d with periodic fever has definition a Hyperimmunoglobinemia D with periodic fever (HIDS) is a rare autoinflammatory disease characterized by periodic attacks of fever and a systemic inflammatory reaction (cervical lymphadenopathy, abdominal pain, vomiting, diarrhea, arthralgias and skin signs)..
hyperimmunoglobulinemia d with periodic fever has exact synonym a HIDS.
hyperimmunoglobulinemia d with periodic fever has exact synonym a hyper-IgD syndrome.
hyperimmunoglobulinemia d with periodic fever has exact synonym a hyperimmunoglobinemia D with recurrent fever.
hyperimmunoglobulinemia d with periodic fever has exact synonym a hyperimmunoglobulinemia D syndrome.
hyperimmunoglobulinemia d with periodic fever has exact synonym a partial mevalonate kinase deficiency.
hyperimmunoglobulinemia d with periodic fever has related synonym a hyper IgD syndrome.
hyperimmunoglobulinemia d with periodic fever has related synonym a hyperimmunoglobulinemia D and periodic fever syndrome.
hyperimmunoglobulinemia d with periodic fever has related synonym a periodic fever Dutch type.
hyperimmunoglobulinemia d with periodic fever has related synonym a periodic fever, Dutch type.
hyperimmunoglobulinemia d with periodic fever is a type of a mevalonate kinase deficiency.
hyperimmunoglobulinemia d with periodic fever is a type of an immune system disorder.
hyperimmunoglobulinemia d with periodic fever is a type of at least has material basis in germline mutation in some a mvk.","Hyperimmunoglobulinemia D with periodic fever (HIDS) is a rare autoinflammatory disease characterized by periodic attacks of fever and a systemic inflammatory reaction, which includes symptoms like cervical lymphadenopathy, abdominal pain, vomiting, diarrhea, arthralgias, and skin signs. It is also known by several exact synonyms such as HIDS, hyper-IgD syndrome, hyperimmunoglobulinemia D with recurrent fever, hyperimmunoglobulinemia D syndrome, and partial mevalonate kinase deficiency. Related synonyms include hyper IgD syndrome, hyperimmunoglobulinemia D and periodic fever syndrome, periodic fever Dutch type, and periodic fever, Dutch type. HIDS is a type of mevalonate kinase deficiency and is classified as an immune system disorder. It has a material basis in a germline mutation in the MVK gene.",gpt-4o,13,17,13,38,2,3.0,1,1.0,1.0,,,,,1.0,,8.0,5.0,4.0,1.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0002262,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:capillary_lymphangioma a owl:Class ;
    rdfs:label ""capillary lymphangioma"" ;
    ns1:hasDbXref ""DOID:2286"",
        ""MEDGEN:569678"",
        ""NCIT:C27509"",
        ""SCTID:445492005"",
        ""UMLS:C0334543"" ;
    ns1:id ""MONDO:0002262"" ;
    ns1:inSubset :gard_rare,
        :rare ;
    rdfs:subClassOf :benign_blood_vessel_neoplasm,
        :capillary_disorder,
        :lymphangioma ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :lymphangioma ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :disease_has_location ;
                                    owl:someValuesFrom :capillary ] ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :445492005,
        :569678,
        :c0334543,
        :doid_2286 ;
    :conforms_to :location.yaml ;
    :has_definition ""A lymphangioma that involves the capillary."" ;
    :has_exact_synonym ""capillary lymphangioma"" ;
    :has_related_synonym ""cutaneous lymphangioma"" .

","capillary lymphangioma conforms to a location.yaml.
capillary lymphangioma has definition a A lymphangioma that involves the capillary..
capillary lymphangioma has exact synonym a capillary lymphangioma.
capillary lymphangioma has related synonym a cutaneous lymphangioma.
capillary lymphangioma is a type of a benign blood vessel neoplasm.
capillary lymphangioma is a type of a capillary disorder.
capillary lymphangioma is a type of a lymphangioma.
capillary lymphangioma is same as all of (a lymphangioma, and at least disease has location some a capillary).","Capillary lymphangioma is defined as a lymphangioma involving the capillary. It has an exact synonym, which is ""capillary lymphangioma,"" and a related synonym, ""cutaneous lymphangioma."" This condition conforms to a location.yaml file. It is classified as a type of benign blood vessel neoplasm, a capillary disorder, and a lymphangioma. Essentially, capillary lymphangioma is the same as a lymphangioma that, at a minimum, has a disease location involving a capillary.",gpt-4o,8,16,17,31,3,3.0,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0014863,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:macrocephaly_dysmorphic_facies_and_psychomotor_retardation a owl:Class ;
    rdfs:label ""macrocephaly, dysmorphic facies, and psychomotor retardation"" ;
    ns1:hasDbXref ""MEDGEN:934733"",
        ""OMIM:617011"",
        ""UMLS:C4310766"" ;
    ns1:id ""MONDO:0014863"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :herc1 ],
        :hereditary_disease ;
    skos:exactMatch :617011,
        :934733,
        :c4310766 ;
    :has_exact_synonym ""MDFPMR"",
        ""macrocephaly, dysmorphic facies, and psychomotor retardation"",
        ""macrocephaly, dysmorphic facies, and psychomotor retardation; MDFPMR"" .

","macrocephaly dysmorphic facies and psychomotor retardation has exact synonym a MDFPMR.
macrocephaly dysmorphic facies and psychomotor retardation has exact synonym a macrocephaly, dysmorphic facies, and psychomotor retardation.
macrocephaly dysmorphic facies and psychomotor retardation has exact synonym a macrocephaly, dysmorphic facies, and psychomotor retardation; MDFPMR.
macrocephaly dysmorphic facies and psychomotor retardation is a type of a hereditary disease.
macrocephaly dysmorphic facies and psychomotor retardation is a type of at least has material basis in germline mutation in some a herc1.","Macrocephaly, dysmorphic facies, and psychomotor retardation (MDFPMR) is a hereditary disease. It has exact synonyms including MDFPMR and macrocephaly, dysmorphic facies, and psychomotor retardation. This condition has a material basis in a germline mutation in the HERC1 gene.",gpt-4o,5,10,10,18,2,2.0,1,1.0,1.0,,,,,,,3.0,3.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_11320,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:influenza_a_virus a owl:Class ;
    rdfs:label ""Influenza A virus"" ;
    rdfs:subClassOf :alphainfluenzavirus_influenzae .

",influenza a virus is a type of an alphainfluenzavirus influenzae.,Influenza A virus is a type of Alphainfluenzavirus influenzae.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008785,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:sideroblastic_anemia_2 a owl:Class ;
    rdfs:label ""sideroblastic anemia 2"" ;
    ns1:hasDbXref ""DOID:0060065"",
        ""GARD:18381"",
        ""MEDGEN:899109"",
        ""MESH:C567145"",
        ""OMIM:205950"",
        ""UMLS:C4225425"" ;
    ns1:id ""MONDO:0008785"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :slc25_a38 ],
        :autosomal_recessive_sideroblastic_anemia ;
    skos:exactMatch :205950,
        :899109,
        :c4225425,
        :c567145,
        :doid_0060065 ;
    :has_related_synonym ""SIDBA2"",
        ""anemia, sideroblastic, 2, pyridoxine-refractory"",
        ""anemia, sideroblastic, pyridoxine-refractory, autosomal recessive"",
        ""pyridoxine refractory sideroblastic anaemia"",
        ""pyridoxine refractory sideroblastic anemia"",
        ""sideroblastic anaemia pyridoxine-refractory autosomal recessive"",
        ""sideroblastic anemia pyridoxine-refractory autosomal recessive"" .

","sideroblastic anemia 2 has related synonym a SIDBA2.
sideroblastic anemia 2 has related synonym a pyridoxine refractory sideroblastic anaemia.
sideroblastic anemia 2 has related synonym a pyridoxine refractory sideroblastic anemia.
sideroblastic anemia 2 has related synonym a sideroblastic anaemia pyridoxine-refractory autosomal recessive.
sideroblastic anemia 2 has related synonym a sideroblastic anemia pyridoxine-refractory autosomal recessive.
sideroblastic anemia 2 has related synonym an anemia, sideroblastic, 2, pyridoxine-refractory.
sideroblastic anemia 2 has related synonym an anemia, sideroblastic, pyridoxine-refractory, autosomal recessive.
sideroblastic anemia 2 is a type of an autosomal recessive sideroblastic anemia.
sideroblastic anemia 2 is a type of at least has material basis in germline mutation in some a slc25 a38.","Sideroblastic anemia 2, also known as SIDBA2, pyridoxine refractory sideroblastic anemia, pyridoxine refractory sideroblastic anaemia, sideroblastic anaemia pyridoxine-refractory autosomal recessive, sideroblastic anemia pyridoxine-refractory autosomal recessive, anemia, sideroblastic, 2, pyridoxine-refractory, or anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, is a type of autosomal recessive sideroblastic anemia. It has a material basis in a germline mutation in the SLC25A38 gene.",gpt-4o,9,14,10,29,2,2.0,1,1.0,1.0,,,,,,,6.0,,7.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0071705,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:nitrogen_compound_transport a owl:Class ;
    rdfs:label ""nitrogen compound transport"" ;
    rdfs:subClassOf :transport .

",nitrogen compound transport is a type of a transport.,Nitrogen compound transport is a type of transport.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
